,User_A,User_B,Interaction
4505,janedoe83372482,CarymaRules,Retweet
4506,bad_epi,CarymaRules,Retweet
4507,Eurotrash14,Eurotrash14,Tweet
4508,CharCampbell6,MikeThomey,Retweet
4509,fj3isback,CarymaRules,Retweet
4510,todayintoronto_,CarymaRules,Retweet
4511,jo_jlsr3353,jo_jlsr3353,Tweet
4512,KevinLa04924670,InspGadgetBlogs,Retweet
4513,usefulinfo101,usefulinfo101,Tweet
4514,raehanbobby,michaelcoren,Retweet
4515,LilLapra,Saintsfan5348,Retweet
4516,CarmenShier,michaelcoren,Retweet
4517,TXWomenRESIST,TXWomenRESIST,Tweet
4518,jmaxxd1,michaelcoren,Retweet
4519,DiLaheurte,CarymaRules,Retweet
4520,CountFey,thewebbix,Retweet
4521,TheUSASingers,thewebbix,Retweet
4522,mommamia1217,thewebbix,Retweet
4523,ChadJessome,CarymaRules,Retweet
4524,GeneZog,thewebbix,Retweet
4525,KeysMan19,thewebbix,Retweet
4526,Shellbeallz,CarymaRules,Retweet
4527,MPB1960sModel,CarymaRules,Retweet
4528,viralvideovlogs,wqbelle,Retweet
4529,JIJ86903890,BABESOFINSTA22,Retweet
4530,DeniseHenwood,michaelcoren,Retweet
4531,thewebbix,thewebbix,Tweet
4532,thewebbix,thewebbix,Tweet
4533,macg1llivray,michaelcoren,Retweet
4534,TheMovieProjec1,CarymaRules,Retweet
4535,extrablessed2,extrablessed2,Tweet
4536,canayjun,michaelcoren,Retweet
4537,jdf754,jdf754,Tweet
4538,theboybailey69,theboybailey69,Tweet
4539,leanne_cali,leanne_cali,Tweet
4540,HaroldWSchranz,HaroldWSchranz,Tweet
4541,The_Real_Stien,michaelcoren,Retweet
4542,FarkingNick,CarymaRules,Retweet
4543,lindabintoronto,CarymaRules,Retweet
4544,proudCanadavet,stustin,Retweet
4545,SmileAllthetim4,ujjaldosanjh,Retweet
4546,LeoLee1111,CarymaRules,Retweet
4547,JanetSt0831,CarymaRules,Retweet
4548,MRuss79935209,MRuss79935209,Tweet
4549,BerniceRichsrd1,BerniceRichsrd1,Tweet
4550,viralvideovlogs,wqbelle,Retweet
4551,CatarinaLigia,CarymaRules,Retweet
4552,RoseMa08,cnielse33225110,Retweet
4553,16Canuckfan,CarymaRules,Retweet
4554,imichaelallegri,imichaelallegri,Tweet
4555,usman_ayaz,CarymaRules,Retweet
4556,BeardedPug1,Itsafairday,Retweet
4557,nusssreiner,CarymaRules,Retweet
4558,xandaodalapa,xandaodalapa,Retweet
4559,onyxlarue,CarymaRules,Retweet
4560,MaHashtag,CarymaRules,Retweet
4561,quackmt,quackmt,Tweet
4562,PoliticalCupid,CarymaRules,Retweet
4563,jasonge86172075,CarymaRules,Retweet
4564,RyanSarai1,CarymaRules,Retweet
4565,rytweeter,CarymaRules,Retweet
4566,MagicAlicornCA,CarymaRules,Retweet
4567,IwillHavefun,IwillHavefun,Tweet
4568,RegBC,InspGadgetBlogs,Retweet
4569,wandreef,wandreef,Tweet
4570,flipkoin2,CarymaRules,Retweet
4571,CarymaRules,CarymaRules,Tweet
4572,judithannv,CarymaRules,Retweet
4573,DBenson77,michaelcoren,Retweet
4574,RikiMme,CarymaRules,Retweet
4575,Fotakis85,Fotakis85,Tweet
4576,Seriouslytwist3,CarymaRules,Retweet
4577,krismeloche,CarymaRules,Retweet
4578,ResistingMimi,thewebbix,Retweet
4579,AuntyMike22,CarymaRules,Retweet
4580,DanPeterson15,thewebbix,Retweet
4581,The_Fotoholic,InspGadgetBlogs,Retweet
4582,CarymaRules,CarymaRules,Tweet
4583,laurielew1966,thewebbix,Retweet
4584,wavetossed,CarymaRules,Retweet
4585,curtisc5105,thewebbix,Retweet
4586,AJAlbertJacques,AJAlbertJacques,Tweet
4587,Back_dafucup,thewebbix,Retweet
4588,cynthiakiker,thewebbix,Retweet
4589,KmicchKevin,thewebbix,Retweet
4590,jeber,thewebbix,Retweet
4591,LindaLarsonKemp,Saintsfan5348,Retweet
4592,ak2webd3,ak2webd3,Tweet
4593,seahagnw1,thewebbix,Retweet
4594,mommamia1217,thewebbix,Retweet
4595,Russbowes,MurcanFogey,Retweet
4596,LKritiek,LKritiek,Tweet
4597,Rox43398297,CarymaRules,Retweet
4598,Katpa73,thewebbix,Retweet
4599,TheBeach2018,Saintsfan5348,Retweet
4600,MikeTwome,MikeTwome,Tweet
4601,MemphisFor,MemphisFor,Tweet
4602,Clint_ZA,Clint_ZA,Tweet
4603,351ScientzCFC,Saintsfan5348,Retweet
4604,lmjanaske,lmjanaske,Tweet
4605,XRANDYANDERSONX,thewebbix,Retweet
4606,jsmith9999992,jsmith9999992,Tweet
4607,MelissaJPeltier,Saintsfan5348,Retweet
4608,ProudAFAmerican,thewebbix,Retweet
4609,izzy6968,thewebbix,Retweet
4610,The_Syrups,ujjaldosanjh,Retweet
4611,ShalayaJ,ShalayaJ,Tweet
4612,jpbphotography,jpbphotography,Tweet
4613,ElkeBabiuk,ElkeBabiuk,Tweet
4614,SuzanneLieb4,thewebbix,Retweet
4615,BradBeauregardJ,thewebbix,Retweet
4616,mcnicoll_craig,CarymaRules,Retweet
4617,bridget80024495,bridget80024495,Tweet
4618,John407116161,CarymaRules,Retweet
4619,lolagoossens95,lolagoossens95,Tweet
4620,yx20160427,CarymaRules,Retweet
4621,ScienceNotDogma,ScienceNotDogma,Tweet
4622,DGuillory10,DGuillory10,Tweet
4623,bertvanvenrooij,bertvanvenrooij,Tweet
4624,alishadixon89,InspGadgetBlogs,Retweet
4625,fateddiva,fateddiva,Tweet
4626,SurfsUpBodhi,thewebbix,Retweet
4627,RayFerron,CarymaRules,Retweet
4628,RennyRonson,EatsFood2,Retweet
4629,LKritiek,LKritiek,Tweet
4630,TuftLuckLynx,kaanfight,Retweet
4631,PunkRockG1,PunkRockG1,Tweet
4632,DwightStead,michaelcoren,Retweet
4633,LKritiek,LKritiek,Tweet
4634,JennyJenn311,thewebbix,Retweet
4635,CO_COVIDWATCH,CO_COVIDWATCH,Tweet
4636,DestiGrace1,DestiGrace1,Tweet
4637,roberge007,thewebbix,Retweet
4638,oibrulee,oibrulee,Tweet
4639,bobreyes,bobreyes,Tweet
4640,NewZealand_cafe,NewZealand_cafe,Tweet
4641,mennake,mennake,Tweet
4642,LKritiek,LKritiek,Tweet
4643,DylandelaRivir2,michaelcoren,Retweet
4644,robert_dewolfe,CarymaRules,Retweet
4645,roadrunner6149,thewebbix,Retweet
4646,DestiGrace1,DestiGrace1,Tweet
4647,MadJackStan,CarymaRules,Retweet
4648,lily_lama99,CarymaRules,Retweet
4649,EenuffCed,EenuffCed,Tweet
4650,LeoRyall,thewebbix,Retweet
4651,OneOfTheSmiths,SamvgWr,Retweet
4652,Dizzydezziii,CarymaRules,Retweet
4653,macg1llivray,CarymaRules,Retweet
4654,MrTDW_,MrTDW_,Tweet
4655,FrankTheToonman,CompanyManComic,Retweet
4656,YarosisNancy,thewebbix,Retweet
4657,LethimTakeFifth,LethimTakeFifth,Tweet
4658,NewZealand_cafe,NewZealand_cafe,Tweet
4659,whosyourdandy22,thewebbix,Retweet
4660,HalfPintGB2,CarymaRules,Retweet
4661,ZaneGKurtz,thewebbix,Retweet
4662,AlexKronstein,CarymaRules,Retweet
4663,tibbieman1,thewebbix,Retweet
4664,dalhousiemooch,ujjaldosanjh,Retweet
4665,CalvinSwine905,CarymaRules,Retweet
4666,TraceyKent,CarymaRules,Retweet
4667,PZiatas,CarymaRules,Retweet
4668,Unbranded63,CarymaRules,Retweet
4669,davidchiarelli,davidchiarelli,Tweet
4670,C4Wrestling,CarymaRules,Retweet
4671,DarwinDawgur,CarymaRules,Retweet
4672,InspGadgetBlogs,InspGadgetBlogs,Tweet
4673,jamesjrogers,jamesjrogers,Tweet
4674,Calgal67,CarymaRules,Retweet
4675,Unbranded63,CarymaRules,Retweet
4676,senoradeno,CarymaRules,Retweet
4677,anthea_jh,CarymaRules,Retweet
4678,DutchCloggs,DutchCloggs,Retweet
4679,DavidSnot1,CarymaRules,Retweet
4680,JBaratt,CarymaRules,Retweet
4681,h17932062,CarymaRules,Retweet
4682,divergentTea,CarymaRules,Retweet
4683,Wendy_Doll74,Wendy_Doll74,Tweet
4684,nataliefinStC,CarymaRules,Retweet
4685,kristinaEBP,CarymaRules,Retweet
4686,Last_Bolshevik,Last_Bolshevik,Tweet
4687,JeffreyAWillia4,thewebbix,Retweet
4688,EmmettRMc,acejimmy1,Retweet
4689,Tcamboss,CarymaRules,Retweet
4690,PierreRobben,lolagoossens95,Retweet
4691,anthea_jh,CarymaRules,Retweet
4692,jenngordngirls,CarymaRules,Retweet
4693,spud2717,CarymaRules,Retweet
4694,krismeloche,CarymaRules,Retweet
4695,WaldoPierreHere,InspGadgetBlogs,Retweet
4696,IlenaMcdonald,CarymaRules,Retweet
4697,ParkAvenue_Ash,CarymaRules,Retweet
4698,Linhduo69960076,truthjustice61,Retweet
4699,graceywaceywoo,InspGadgetBlogs,Retweet
4700,BringEmHome2021,CarymaRules,Retweet
4701,Kyra_James,CarymaRules,Retweet
4702,Mimi_088,CarymaRules,Retweet
4703,opinionated75,CarymaRules,Retweet
4704,jfav41,CarymaRules,Retweet
4705,RobCinos,CarymaRules,Retweet
4706,CarymaRules,CarymaRules,Tweet
4707,ujms,CarymaRules,Retweet
4708,ujms,CarymaRules,Retweet
4709,krcraft,CarymaRules,Retweet
4710,justrying4,justrying4,Tweet
4711,JAMain62589705,CarymaRules,Retweet
4712,sherisennhauser,CarymaRules,Retweet
4713,PaulGuinnessy,PaulGuinnessy,Tweet
4714,CharityTribe,CarymaRules,Retweet
4715,ohgodscrewthis,CarymaRules,Retweet
4716,geoffmboyd,CarymaRules,Retweet
4717,chadcrichton,CarymaRules,Retweet
4718,confidence4life,mi6rogue,Retweet
4719,Spins66322321,mi6rogue,Retweet
4720,lopcute,mi6rogue,Retweet
4721,davidchiarelli,davidchiarelli,Tweet
4722,steviemcc020,mi6rogue,Retweet
4723,dippydabs,mi6rogue,Retweet
4724,Jasonharvey70g1,mi6rogue,Retweet
4725,helen_rumney,CarymaRules,Retweet
4726,RobCinos,CarymaRules,Retweet
4727,mags0611,mi6rogue,Retweet
4728,makesafuss99,mi6rogue,Retweet
4729,gailphardie,slipperyhero,Retweet
4730,Jemstar76,mi6rogue,Retweet
4731,alexalaka,mi6rogue,Retweet
4732,geoff_shenton,mi6rogue,Retweet
4733,JackyStrawbrid1,mi6rogue,Retweet
4734,GrandadofOscar,mi6rogue,Retweet
4735,Donahoo10Tina,thewebbix,Retweet
4736,bobo_puppet,CarymaRules,Retweet
4737,chris27795627,mi6rogue,Retweet
4738,J_____S_____,mi6rogue,Retweet
4739,Y2Kcrash,CarymaRules,Retweet
4740,AdamBolt13,CarymaRules,Retweet
4741,danohagan,mi6rogue,Retweet
4742,RedBlackPaws,RedBlackPaws,Tweet
4743,lizstewart82,mi6rogue,Retweet
4744,pparker49,pparker49,Tweet
4745,tusker01,InspGadgetBlogs,Retweet
4746,NanananaBrown,NanananaBrown,Tweet
4747,ukcloudtech,ukcloudtech,Tweet
4748,lizzieBusey,lizzieBusey,Tweet
4749,1realHRH,mi6rogue,Retweet
4750,GudlaugHawkinso,calvinkholsclaw,Retweet
4751,Scout342,mi6rogue,Retweet
4752,belintoronto,CarymaRules,Retweet
4753,IanManion,mi6rogue,Retweet
4754,smilalady,CarymaRules,Retweet
4755,lopcute,mi6rogue,Retweet
4756,JohnTwelvetrees,mi6rogue,Retweet
4757,THFCPaulR,mi6rogue,Retweet
4758,airbus63,CarymaRules,Retweet
4759,Kiss4aFrog,Kiss4aFrog,Tweet
4760,ScottsHusband,thewebbix,Retweet
4761,jrsamplesbr549,CarymaRules,Retweet
4762,bcgift,CarymaRules,Retweet
4763,InspGadgetBlogs,InspGadgetBlogs,Tweet
4764,BeatriceP8765,mi6rogue,Retweet
4765,leeannkendall,thewebbix,Retweet
4766,BarryWhiteStuff,mi6rogue,Retweet
4767,ManRG5,CarymaRules,Retweet
4768,Tipton21,mi6rogue,Retweet
4769,BarryWhiteStuff,mi6rogue,Retweet
4770,NanananaBrown,NanananaBrown,Tweet
4771,callmecallow,CarymaRules,Retweet
4772,JoshTW17,mi6rogue,Retweet
4773,John1JZ,mi6rogue,Retweet
4774,John1JZ,mi6rogue,Retweet
4775,joshofar,CarymaRules,Retweet
4776,tamdek,mi6rogue,Retweet
4777,6Sally7,mi6rogue,Retweet
4778,BrewMoo,mi6rogue,Retweet
4779,dzwollecnrar,mi6rogue,Retweet
4780,MickyTwoPints,mi6rogue,Retweet
4781,kateroses44,mark_melbin,Retweet
4782,cathy39637692,mi6rogue,Retweet
4783,Truth2020Seeker,Truth2020Seeker,Tweet
4784,WaterMelanie10,davidchiarelli,Retweet
4785,GingerAnneBaker,CarymaRules,Retweet
4786,davidchiarelli,davidchiarelli,Tweet
4787,smoosh_face,mi6rogue,Retweet
4788,lithgaelark,mi6rogue,Retweet
4789,JohnFla52003510,mi6rogue,Retweet
4790,davidchiarelli,davidchiarelli,Tweet
4791,pam_ela_glen,mi6rogue,Retweet
4792,RivetRoseQuartz,Dawn_One,Retweet
4793,viewvalley,hazel_wallis,Retweet
4794,ErdmuteD,mi6rogue,Retweet
4795,ArtPoppi,mi6rogue,Retweet
4796,mark_melbin,mark_melbin,Tweet
4797,Lindadaylightw1,mi6rogue,Retweet
4798,GingerAnneBaker,CarymaRules,Retweet
4799,JoRichardsKent,mi6rogue,Retweet
4800,LarryLoggins,mi6rogue,Retweet
4801,JamesLFC77,BernardMcEldown,Retweet
4802,jp_prendy,mi6rogue,Retweet
4803,jp_prendy,mi6rogue,Retweet
4804,yevilo,mi6rogue,Retweet
4805,JoRichardsKent,mi6rogue,Retweet
4806,KelsoCondor,mi6rogue,Retweet
4807,blandine_renou,mi6rogue,Retweet
4808,TLlanelli,mi6rogue,Retweet
4809,Curtisnot,CarymaRules,Retweet
4810,JeanStaffordBa1,mi6rogue,Retweet
4811,DaveBall77,DavidBall77,Retweet
4812,lightshinesinn,mi6rogue,Retweet
4813,AndreaCaon74,CarymaRules,Retweet
4814,wonder000,BernardMcEldown,Retweet
4815,HelpNeededUK,mi6rogue,Retweet
4816,MurdockResists,slipperyhero,Retweet
4817,yoursmartdocs,CarymaRules,Retweet
4818,necespanya,mi6rogue,Retweet
4819,suze_robi,mi6rogue,Retweet
4820,tonyeditorial,mi6rogue,Retweet
4821,CaptCanuck6,EatsFood2,Retweet
4822,red_nov3,CarymaRules,Retweet
4823,mpharkins2,EatsFood2,Retweet
4824,wilcarule,mi6rogue,Retweet
4825,chalkey79,mi6rogue,Retweet
4826,gavinmbs13,CarymaRules,Retweet
4827,Canadianmouse2,EatsFood2,Retweet
4828,EmSeaTurtle,EatsFood2,Retweet
4829,PatmoreLorraine,mi6rogue,Retweet
4830,dave_pivato,EatsFood2,Retweet
4831,VrbanTony,CarymaRules,Retweet
4832,jemloire,mi6rogue,Retweet
4833,heather63262308,mi6rogue,Retweet
4834,donkitrk99,EatsFood2,Retweet
4835,PaulCrete,EatsFood2,Retweet
4836,kokopuff16,kokopuff16,Tweet
4837,VergeOfPurge,CarymaRules,Retweet
4838,JaniceM82133535,EatsFood2,Retweet
4839,John33Hayes,mi6rogue,Retweet
4840,dawsonjames498,dawsonjames498,Tweet
4841,BorislavJohnso1,mi6rogue,Retweet
4842,fozhoath,mi6rogue,Retweet
4843,SurprenantMarc3,EatsFood2,Retweet
4844,ElliAdventurer,EatsFood2,Retweet
4845,Max_Kayagni,Max_Kayagni,Tweet
4846,sock82,sock82,Tweet
4847,seesthedanger,seesthedanger,Tweet
4848,FFCGCFC66,mi6rogue,Retweet
4849,ernlaugh,mi6rogue,Retweet
4850,totimesnews,CarymaRules,Retweet
4851,GardenCraft166,mi6rogue,Retweet
4852,Nicolesimard9,EatsFood2,Retweet
4853,piyakhanna,mi6rogue,Retweet
4854,DEFGHI52491710,EatsFood2,Retweet
4855,patiencemosher,kokopuff16,Retweet
4856,KnittedKittie,mi6rogue,Retweet
4857,Mme_Teajay,davidchiarelli,Retweet
4858,Psixi2,CarymaRules,Retweet
4859,Seriouslytwist3,EatsFood2,Retweet
4860,wurzelofoz,wurzelofoz,Tweet
4861,paint_bender,paint_bender,Tweet
4862,nolifeneet,EatsFood2,Retweet
4863,krismeloche,EatsFood2,Retweet
4864,smiley37555,CarymaRules,Retweet
4865,iPaulClark,mi6rogue,Retweet
4866,TMurrayKent,mi6rogue,Retweet
4867,graceywaceywoo,mi6rogue,Retweet
4868,Charvelman6,mi6rogue,Retweet
4869,rettie_brian,mi6rogue,Retweet
4870,JamesCa83866930,simon_rosenberg,Retweet
4871,Pheebs_McD,CarymaRules,Retweet
4872,henderstu,CarymaRules,Retweet
4873,RyanSarai1,CarymaRules,Retweet
4874,zidanesboots,mi6rogue,Retweet
4875,mark_melbin,mark_melbin,Tweet
4876,RileyXav,mi6rogue,Retweet
4877,perrygreenber13,perrygreenber13,Tweet
4878,CompanyManComic,CompanyManComic,Tweet
4879,CraigSauve,CarymaRules,Retweet
4880,annedavies127,mi6rogue,Retweet
4881,superstokerdan,CarymaRules,Retweet
4882,spicygarage,CarymaRules,Retweet
4883,BiancaTheBrave,RestlessRuralst,Retweet
4884,PeterKellyBC,CarymaRules,Retweet
4885,FactFinderCOVID,FactFinderCOVID,Tweet
4886,GreenfordPeter,GreenfordPeter,Tweet
4887,MrAnonimoNegro,MrAnonimoNegro,Retweet
4888,MrAnonimoNegro,MrAnonimoNegro,Tweet
4889,The_D_I_C,The_D_I_C,Tweet
4890,katiemade8,SANJOSEMAILMAN,Retweet
4891,gammon13936069,gammon13936069,Tweet
4892,WhyEndeavor,kokopuff16,Retweet
4893,arsongurl,arsongurl,Tweet
4894,themattdimitri,EatsFood2,Retweet
4895,MikiLockhart7,MikiLockhart7,Tweet
4896,daveglumart,BernardMcEldown,Retweet
4897,LisaKras,LogosContinuus,Retweet
4898,Dellboy29670181,mi6rogue,Retweet
4899,catvaxlax,IainMulady,Retweet
4900,LogosContinuus,LogosContinuus,Tweet
4901,xBlinkyMania,CarymaRules,Retweet
4902,kokopuff16,kokopuff16,Tweet
4903,MrAnonimoNegro,SANJOSEMAILMAN,Retweet
4904,Jim27748247,mi6rogue,Retweet
4905,PMLEGEND,mi6rogue,Retweet
4906,hburkitt,CarymaRules,Retweet
4907,truby_sue,mi6rogue,Retweet
4908,JFSebastian146,BringerOfLightX,Retweet
4909,nikki_terio,EatsFood2,Retweet
4910,DarbyshireJill,mi6rogue,Retweet
4911,katesherlock,mi6rogue,Retweet
4912,JaniceWalling,mi6rogue,Retweet
4913,gammon13936069,gammon13936069,Tweet
4914,Juliaarthur8,mi6rogue,Retweet
4915,Debz7172,mi6rogue,Retweet
4916,CorrineRees,BernardMcEldown,Retweet
4917,pcsnaps,CarymaRules,Retweet
4918,Briargirl4,Saintsfan5348,Retweet
4919,Edwards72Sue,mi6rogue,Retweet
4920,wixie_west,CarymaRules,Retweet
4921,wet_coast_Dad,CarymaRules,Retweet
4922,TalbertSwam,Noman314159,Retweet
4923,MikeTwome,MikeTwome,Tweet
4924,FourSeasonSigns,CarymaRules,Retweet
4925,JohnSRous1,SANJOSEMAILMAN,Retweet
4926,seesthedanger,seesthedanger,Tweet
4927,rosederbyshire,mi6rogue,Retweet
4928,stustin,stustin,Tweet
4929,KCYAN10,CarymaRules,Retweet
4930,lorhindle,EatsFood2,Retweet
4931,KimTamm11,EatsFood2,Retweet
4932,nickbeddows,mi6rogue,Retweet
4933,LERN_BABY_LERN,Saintsfan5348,Retweet
4934,janneuenschwan1,Saintsfan5348,Retweet
4935,NovoDing,CarymaRules,Retweet
4936,CrustyTurnip,CrustyTurnip,Tweet
4937,Travelaviator,Travelaviator,Tweet
4938,ValerieRooney1,mi6rogue,Retweet
4939,skylarker03,maxximum50001,Retweet
4940,IanDavidMcHugh,MRaoufNES,Retweet
4941,Orionbus75,CarymaRules,Retweet
4942,MissyGful,MissyGful,Tweet
4943,AmieWil90614783,Saintsfan5348,Retweet
4944,NorthDorset4Eur,mi6rogue,Retweet
4945,RedBison,Saintsfan5348,Retweet
4946,SensWarrior,CarymaRules,Retweet
4947,xX___Missy___Xx,EatsFood2,Retweet
4948,vmarshallb,CarymaRules,Retweet
4949,kingrickydarlin,kingrickydarlin,Tweet
4950,BurtsBikeBits,mi6rogue,Retweet
4951,BOOHANAbeats,MikeThomey,Retweet
4952,AlisonH15864665,mi6rogue,Retweet
4953,MikeTwome,MikeTwome,Tweet
4954,sandssims,mi6rogue,Retweet
4955,phughes671,InspGadgetBlogs,Retweet
4956,BugJudy,CarymaRules,Retweet
4957,sandssims,mi6rogue,Retweet
4958,tellypolly,tellypolly,Tweet
4959,maxximum50001,maxximum50001,Tweet
4960,Carlosx76821544,CarymaRules,Retweet
4961,krismeloche,CarymaRules,Retweet
4962,TheJasonPugh,CarymaRules,Retweet
4963,mycatwantsout,CarymaRules,Retweet
4964,Beentherella,Beentherella,Tweet
4965,ViewfromArgus,Saintsfan5348,Retweet
4966,Notorious_FCB,CarymaRules,Retweet
4967,LongBranchMike,EatsFood2,Retweet
4968,mynamestolga,mynamestolga,Tweet
4969,LarLafren,CarymaRules,Retweet
4970,beachlove2013,CarymaRules,Retweet
4971,choose_fabulous,EatsFood2,Retweet
4972,VanAlias,CarymaRules,Retweet
4973,burri79,burri79,Tweet
4974,danninolan,CarymaRules,Retweet
4975,darrenseville85,EatsFood2,Retweet
4976,pqpolitics,CarymaRules,Retweet
4977,AlexVickeryHowe,AlexVickeryHowe,Tweet
4978,florian2773,mi6rogue,Retweet
4979,rlgordon18_ruth,CarymaRules,Retweet
4980,FairplayDesigns,FairplayDesigns,Tweet
4981,cblazblaz,Saintsfan5348,Retweet
4982,pqpolitics,CarymaRules,Retweet
4983,sound_language,sound_language,Tweet
4984,_xonovember,_xonovember,Tweet
4985,marn_1966,EatsFood2,Retweet
4986,jochemfloor,mi6rogue,Retweet
4987,ImpairedCRONIC,EatsFood2,Retweet
4988,RobotAfro,RobotAfro,Tweet
4989,lornekates,BeaverOntario,Retweet
4990,jjtweeter,slipperyhero,Retweet
4991,jamiejj05,jamiejj05,Tweet
4992,cmelissa_n,EatsFood2,Retweet
4993,VSBCHappyToLove,VSBCHappyToLove,Retweet
4994,NYTrink,NYTrink,Tweet
4995,vmarshallb,CarymaRules,Retweet
4996,john_cyclesmart,EatsFood2,Retweet
4997,scienceguy2k,scienceguy2k,Tweet
4998,OutThereGma,SANJOSEMAILMAN,Retweet
4999,Roy_Nowlin,Roy_Nowlin,Tweet
5000,sleepysilvery,Valerie3Ward,Retweet
5001,GDennerik,SANJOSEMAILMAN,Retweet
5002,Lovekyle2009,Lovekyle2009,Tweet
5003,SmytheLincoln,slipperyhero,Retweet
5004,esesesse,esesesse,Tweet
5005,BillRobertson_,BillRobertson_,Tweet
5006,BIdatalearner,CarymaRules,Retweet
5007,csprofessorhank,csprofessorhank,Tweet
5008,albertayeg,EatsFood2,Retweet
5009,leighfromcanada,EatsFood2,Retweet
5010,hbardell1,BeaverOntario,Retweet
5011,ecartsonis,ecartsonis,Tweet
5012,Blair_Langmuir,EatsFood2,Retweet
5013,fuckcovidiots,fuckcovidiots,Tweet
5014,Mad_Bad_Goblin,Mad_Bad_Goblin,Tweet
5015,TerryPolevoy,CarymaRules,Retweet
5016,LittleLamb9,EatsFood2,Retweet
5017,CharmaineScamm1,mi6rogue,Retweet
5018,Ktr8der,Ktr8der,Tweet
5019,mkhanpasha,Beentherella,Retweet
5020,peterconet6,CarymaRules,Retweet
5021,peterconet6,CarymaRules,Retweet
5022,mslesliesaurus,CarymaRules,Retweet
5023,CBodyDynamics,CBodyDynamics,Tweet
5024,johangreg,CarymaRules,Retweet
5025,RicWStewart,EatsFood2,Retweet
5026,AliceEarthy,AliceEarthy,Tweet
5027,aura_rosetree,aura_rosetree,Tweet
5028,CaufieldAustin,CaufieldAustin,Tweet
5029,DebKyle2,EatsFood2,Retweet
5030,Sharky_vs_Evil,Sharky_vs_Evil,Tweet
5031,blandlycanadian,CarymaRules,Retweet
5032,bogeywheels,bogeywheels,Tweet
5033,mrd91969,mrd91969,Tweet
5034,cynthia26942734,cynthia26942734,Tweet
5035,BaiJee1,CarymaRules,Retweet
5036,psalm139_girl,EatsFood2,Retweet
5037,BonellElizabeth,michaelcoren,Retweet
5038,KrishnaKarma6,EatsFood2,Retweet
5039,RickG8289,MarkSlapinski,Retweet
5040,fuzziesooner,CarymaRules,Retweet
5041,4diva63,thewebbix,Retweet
5042,MarxMedia,MarxMedia,Tweet
5043,wired_we,wired_we,Tweet
5044,mariamar625,mariamar625,Tweet
5045,AliBunting68,mi6rogue,Retweet
5046,DemCastOregon,slipperyhero,Retweet
5047,moebrien,arsongurl,Retweet
5048,ML03509599V2,CarymaRules,Retweet
5049,Ilene3youtz,SANJOSEMAILMAN,Retweet
5050,MaryJaneDavis13,thewebbix,Retweet
5051,Easterross,mi6rogue,Retweet
5052,MichigAndi,CarymaRules,Retweet
5053,LCWF_TBK,mi6rogue,Retweet
5054,BcTechie,BcTechie,Tweet
5055,LRPow79,thewebbix,Retweet
5056,SlyMagellen,Saintsfan5348,Retweet
5057,arsongurl,arsongurl,Tweet
5058,XWoman54,EatsFood2,Retweet
5059,CarymaRules,CarymaRules,Tweet
5060,fikskanin,fikskanin,Tweet
5061,krismeloche,CarymaRules,Retweet
5062,mvanlane,EatsFood2,Retweet
5063,Freecanuck1,jamesjrogers,Retweet
5064,mamahotone2010,EatsFood2,Retweet
5065,Deb_Is_Young,CarymaRules,Retweet
5066,docandwoody,EatsFood2,Retweet
5067,DominiqueNYC,thewebbix,Retweet
5068,bentlightnvegas,bentlightnvegas,Tweet
5069,Zooz20225,SANJOSEMAILMAN,Retweet
5070,Weatherography,RealTammy365,Retweet
5071,NarrowEdge,EatsFood2,Retweet
5072,drspayne_payne,CarymaRules,Retweet
5073,Eli14883993,thewebbix,Retweet
5074,laino45,idpetition,Retweet
5075,iamcheshirekiwi,CarymaRules,Retweet
5076,gjnbthomas,gjnbthomas,Tweet
5077,GSC2K2,EatsFood2,Retweet
5078,Ashley_KLAA,CarymaRules,Retweet
5079,SadTomato17,EatsFood2,Retweet
5080,simplythebestRR,simplythebestRR,Tweet
5081,LarrabeeNed,LarrabeeNed,Tweet
5082,idpetition,idpetition,Tweet
5083,NoMoreBooks,RandomSecretary,Retweet
5084,killerbeezzz_4,Saintsfan5348,Retweet
5085,medic6423,medic6423,Tweet
5086,Peacelifestyles,Peacelifestyles,Tweet
5087,chrisreedmusic,SunnyStateMusic,Retweet
5088,SunnyStateMusic,SunnyStateMusic,Tweet
5089,RealTammy365,RealTammy365,Tweet
5090,pak38197,Saintsfan5348,Retweet
5091,STU_GATZZO,STU_GATZZO,Tweet
5092,Soos64792315,Soos64792315,Tweet
5093,PeterRabbit67,LarrabeeNed,Retweet
5094,SeezBeez,Saintsfan5348,Retweet
5095,Kathy73921688,EatsFood2,Retweet
5096,EvaChanda,CarymaRules,Retweet
5097,Canadianmouse2,CarymaRules,Retweet
5098,ChaudhuriJunior,mi6rogue,Retweet
5099,auweia1,CarymaRules,Retweet
5100,leighfromcanada,CarymaRules,Retweet
5101,jazzizbest,BeaverOntario,Retweet
5102,TimFaulkner81,EatsFood2,Retweet
5103,serehfas,serehfas,Tweet
5104,Irngutaq2,CarymaRules,Retweet
5105,CarymaRules,CarymaRules,Tweet
5106,MapperJim,MapperJim,Tweet
5107,PhilosoEngineer,PhilosoEngineer,Tweet
5108,SK8Wireless,CarymaRules,Retweet
5109,RobCinos,CarymaRules,Retweet
5110,pqpolitics,CarymaRules,Retweet
5111,LenoreClemens,LenoreClemens,Tweet
5112,Lynn17268632,Lynn17268632,Tweet
