,User_A,User_B,Interaction
5113,MaggieGranny,CarymaRules,Retweet
5114,narelleford,mark_melbin,Retweet
5115,mark_melbin,mark_melbin,Tweet
5116,LivestreamJoy,LivestreamJoy,Tweet
5117,ElkeBabiuk,ElkeBabiuk,Tweet
5118,ggatin,CarymaRules,Retweet
5119,AngieAlbertan,jamesjrogers,Retweet
5120,Antibioticsbot,PamMartella,Retweet
5121,Stormbelle35,CarymaRules,Retweet
5122,egomro4,egomro4,Tweet
5123,KerryTheEvans,KerryTheEvans,Tweet
5124,DarleneNorwood2,slipperyhero,Retweet
5125,Joanieklein5,Saintsfan5348,Retweet
5126,KenSmith001,CarymaRules,Retweet
5127,jessiedcoaching,CarymaRules,Retweet
5128,SynicalGirl,jamesjrogers,Retweet
5129,Hyliionaire,jamesjrogers,Retweet
5130,saada186,saada186,Tweet
5131,Itrikke41,Saintsfan5348,Retweet
5132,sherisennhauser,CarymaRules,Retweet
5133,PreciousIce5,EatsFood2,Retweet
5134,Jazd09,mi6rogue,Retweet
5135,PamMartella,PamMartella,Tweet
5136,kat09_kathrin,CarymaRules,Retweet
5137,goddanglasagna,JamalWillH,Retweet
5138,JayO45570960,CarymaRules,Retweet
5139,HanznFranz,CarymaRules,Retweet
5140,DawlishDm,InspGadgetBlogs,Retweet
5141,HavelkaMary,jamesjrogers,Retweet
5142,JamalWillH,JamalWillH,Tweet
5143,PariaSans,PariaSans,Tweet
5144,PariaSans,PariaSans,Tweet
5145,FeralChristineB,CarymaRules,Retweet
5146,toddfg,CarymaRules,Retweet
5147,nameles30942112,CarymaRules,Retweet
5148,rk70534,CarymaRules,Retweet
5149,charlierichmond,CarymaRules,Retweet
5150,JamesMa50910080,jamesjrogers,Retweet
5151,JEKester_PhD,flux_the_system,Retweet
5152,tulip_in_march,CarymaRules,Retweet
5153,KrystleRoseKing,CarymaRules,Retweet
5154,JoeW1LDE,jamesjrogers,Retweet
5155,lambk,CarymaRules,Retweet
5156,SarahMushMush,CarymaRules,Retweet
5157,yinzer0116,yinzer0116,Tweet
5158,jay_meller1,jamesjrogers,Retweet
5159,brandonbentblog,brandonbentblog,Tweet
5160,CarymaRules,CarymaRules,Tweet
5161,kimbertram99,EatsFood2,Retweet
5162,b_skippen,CarymaRules,Retweet
5163,alice_schipp,ElkeBabiuk,Retweet
5164,catie1888,jamesjrogers,Retweet
5165,bmb_bmb1A,MayalabeilleSK,Retweet
5166,CalvinSwine905,CarymaRules,Retweet
5167,domisoHK,CarymaRules,Retweet
5168,ElkeBabiuk,ElkeBabiuk,Tweet
5169,NerfTheSmurfs,CarymaRules,Retweet
5170,GreenSolarWind,CarymaRules,Retweet
5171,jonbruceharris,jonbruceharris,Tweet
5172,lambk,CarymaRules,Retweet
5173,EmperorTitus,EmperorTitus,Tweet
5174,brunoearlscourt,mi6rogue,Retweet
5175,shakantala,WittaTwitta,Retweet
5176,tweetozgal,tweetozgal,Tweet
5177,cinemaven,CarymaRules,Retweet
5178,AnderholmColton,fuckcovidiots,Retweet
5179,senioradetuiter,senioradetuiter,Tweet
5180,PatDen10,jamesjrogers,Retweet
5181,deBeauxOs1,michaelcoren,Retweet
5182,TerriLDonaldson,WittaTwitta,Retweet
5183,Sekooli,CarymaRules,Retweet
5184,OddlyB,OddlyB,Tweet
5185,MarciaBunney,SANJOSEMAILMAN,Retweet
5186,MdntLiberty,CarymaRules,Retweet
5187,Groot41,Lynn17268632,Retweet
5188,heroesatwork,WittaTwitta,Retweet
5189,schumphster,schumphster,Tweet
5190,JSIAJindal,sreeramchaulia,Retweet
5191,kentuckygrandma,ActionTime,Retweet
5192,MayalabeilleSK,MayalabeilleSK,Tweet
5193,LagoonRev,LagoonRev,Tweet
5194,stellab06612856,Saintsfan5348,Retweet
5195,Jersey_Girl1965,jamesjrogers,Retweet
5196,notthegirlnext3,CarymaRules,Retweet
5197,von67trumpet,Saintsfan5348,Retweet
5198,HHackenbecker,HHackenbecker,Tweet
5199,danLreeves,jamesjrogers,Retweet
5200,RT1925,CarymaRules,Retweet
5201,ChristineRHunt,CarymaRules,Retweet
5202,AngelsWaking,AngelsWaking,Tweet
5203,wavetossed,wavetossed,Tweet
5204,Grainscoop,jamesjrogers,Retweet
5205,BigDonTee,GideonKlein,Retweet
5206,PSobleskie,SANJOSEMAILMAN,Retweet
5207,swindy_,EatsFood2,Retweet
5208,CarlosMCorderoB,CarlosMCorderoB,Tweet
5209,ElkeBabiuk,ElkeBabiuk,Tweet
5210,WayneCornell9,legionxgroup,Retweet
5211,mark_melbin,mark_melbin,Tweet
5212,JillKraus6,CarymaRules,Retweet
5213,Abogado_PH,Abogado_PH,Tweet
5214,broussardville,broussardville,Tweet
5215,WakeuptimeNOW,WakeuptimeNOW,Tweet
5216,SueBee51589971,michaelcoren,Retweet
5217,SamCBorn,SamCBorn,Tweet
5218,jrsamplesbr549,CarymaRules,Retweet
5219,viralvideovlogs,wqbelle,Retweet
5220,radmamajamma,radmamajamma,Tweet
5221,DavidMK187,thewebbix,Retweet
5222,wonderfulwizz,jamesjrogers,Retweet
5223,PearlRosenz,WittaTwitta,Retweet
5224,MrTAchilles,Saintsfan5348,Retweet
5225,zchamu,CarymaRules,Retweet
5226,blahrahha22,CarymaRules,Retweet
5227,Avalon709,jamesjrogers,Retweet
5228,123_onetwo3,123_onetwo3,Tweet
5229,Tee_n_Eh,Tee_n_Eh,Tweet
5230,ggcheri11,jamesjrogers,Retweet
5231,123_onetwo3,123_onetwo3,Tweet
5232,TheThoughtGiver,TheThoughtGiver,Tweet
5233,WakeuptimeNOW,WakeuptimeNOW,Tweet
5234,CodieneC,ElkeBabiuk,Retweet
5235,fo0baaa,fo0baaa,Tweet
5236,jonas3911,CarymaRules,Retweet
5237,hopfarmfan,Saintsfan5348,Retweet
5238,WakeuptimeNOW,WakeuptimeNOW,Tweet
5239,jjoyce4321,CarymaRules,Retweet
5240,yelloojelllo,yelloojelllo,Tweet
5241,BronxBrunul,BronxBrunul,Tweet
5242,mrbha11,TrueNorth911,Retweet
5243,Mayab85766511,CarymaRules,Retweet
5244,LaurVoted4Biden,LaurVoted4Biden,Tweet
5245,WakeuptimeNOW,WakeuptimeNOW,Tweet
5246,chirprn,Saintsfan5348,Retweet
5247,NIMHrat,SANJOSEMAILMAN,Retweet
5248,DrAndrewBurgess,DrAndrewBurgess,Tweet
5249,JuliaMccook,WittaTwitta,Retweet
5250,dodgeyboiler,mi6rogue,Retweet
5251,FirehoseOfTruth,TinFoilMedHat,Retweet
5252,TAbdelmessih,jamesjrogers,Retweet
5253,shellie_bean,jamesjrogers,Retweet
5254,cjanerosse,cjanerosse,Tweet
5255,Kegger1998,CarymaRules,Retweet
5256,hong_bless,CarymaRules,Retweet
5257,6f6e5ba6bdc34ae,ricklevy67,Retweet
5258,SaffronBinder,CarymaRules,Retweet
5259,ElkeBabiuk,ElkeBabiuk,Tweet
5260,mvbrat91,CarymaRules,Retweet
5261,Maxine_Vandate_,Maxine_Vandate_,Tweet
5262,scarisistars,ricklevy67,Retweet
5263,yeahbut,ricklevy67,Retweet
5264,LadyPoop2,ricklevy67,Retweet
5265,VickiCo70455126,ricklevy67,Retweet
5266,ntreallyhuman,CarymaRules,Retweet
5267,ScowlingCat,ScowlingCat,Tweet
5268,Genevieveat19,ricklevy67,Retweet
5269,LoveMyCountry_2,LoveMyCountry_2,Tweet
5270,tomso1314,CarymaRules,Retweet
5271,arsongurl,arsongurl,Tweet
5272,shuang_xi003,jamesjrogers,Retweet
5273,GreenSolarWind,deBeauxOs1,Retweet
5274,PlaneTWUsailing,ricklevy67,Retweet
5275,videoflyer,videoflyer,Tweet
5276,virgotweet,ricklevy67,Retweet
5277,ReddySalina,ReddySalina,Tweet
5278,ShortInterlude2,ricklevy67,Retweet
5279,SSSTUFF4ME,SSSTUFF4ME,Tweet
5280,annie61smith4,SANJOSEMAILMAN,Retweet
5281,ragemachineCAN,JustmeAnybody,Retweet
5282,dwcarrot,CarymaRules,Retweet
5283,alpenglowlights,JustmeAnybody,Retweet
5284,Clint_ZA,Clint_ZA,Tweet
5285,Neil_L_F,jamesjrogers,Retweet
5286,JanetHe77364942,mi6rogue,Retweet
5287,RichForrest2,ricklevy67,Retweet
5288,RobCinos,CarymaRules,Retweet
5289,BOOHANAbeats,JustmeAnybody,Retweet
5290,Tglatin,ricklevy67,Retweet
5291,247Fame,jamesjrogers,Retweet
5292,shippy1958,ricklevy67,Retweet
5293,406Yellowstone,jamesjrogers,Retweet
5294,BenDayle,MayalabeilleSK,Retweet
5295,ProudCanadian03,jamesjrogers,Retweet
5296,margo694,ricklevy67,Retweet
5297,gdgoz,ricklevy67,Retweet
5298,Russtheunstable,mi6rogue,Retweet
5299,JustmeAnybody,JustmeAnybody,Tweet
5300,milleramiej,jamesjrogers,Retweet
5301,sparkyofAlberta,MayalabeilleSK,Retweet
5302,macro2779,ricklevy67,Retweet
5303,politicaltragic,ricklevy67,Retweet
5304,babalu14791665,TrueNorth911,Retweet
5305,bglynn500,mi6rogue,Retweet
5306,jason4achange,jason4achange,Tweet
5307,EvidenceTroll,EvidenceTroll,Tweet
5308,army_bc,InspGadgetBlogs,Retweet
5309,AlanStainer,mi6rogue,Retweet
5310,paologatti51,mi6rogue,Retweet
5311,army_bc,InspGadgetBlogs,Retweet
5312,CherylChebby77,mi6rogue,Retweet
5313,Rats_Nest_Org,mi6rogue,Retweet
5314,mi6rogue,mi6rogue,Retweet
5315,Aiashali79,TrueNorth911,Retweet
5316,B1francis,ricklevy67,Retweet
5317,tlyons64,InspGadgetBlogs,Retweet
5318,InspGadgetBlogs,InspGadgetBlogs,Tweet
5319,RobertAWiseman,ElkeBabiuk,Retweet
5320,PaulaAptera,mi6rogue,Retweet
5321,InspGadgetsDog,InspGadgetBlogs,Retweet
5322,InspGadgetBlogs,InspGadgetBlogs,Tweet
5323,Rebecca_ry_can,CarymaRules,Retweet
5324,DavidBeazley4,mark_melbin,Retweet
5325,DavidFox_Canada,CarymaRules,Retweet
5326,julepandme,Saintsfan5348,Retweet
5327,Mike_Tweets_Too,flux_the_system,Retweet
5328,GrandpaJock,GrandpaJock,Tweet
5329,RNjudyFlorida,Saintsfan5348,Retweet
5330,DominicYoue,DominicYoue,Tweet
5331,d1zzymisslizzie,jamesjrogers,Retweet
5332,PLoveJoy4,jamesjrogers,Retweet
5333,Loulou31799680,mi6rogue,Retweet
5334,woutgorge,CarymaRules,Retweet
5335,MickMurphy71,WittaTwitta,Retweet
5336,WakeuptimeNOW,WakeuptimeNOW,Tweet
5337,ToriLRidgewood,CarymaRules,Retweet
5338,IntegrityCalls,simon_rosenberg,Retweet
5339,leighfromcanada,CarymaRules,Retweet
5340,HelmMarteena,HelmMarteena,Tweet
5341,Wish_Cheung,CarymaRules,Retweet
5342,motsamaai,Asanda546,Retweet
5343,Karaoke_God,WhispLuvsDems,Retweet
5344,sophiabotha74,sophiabotha74,Tweet
5345,amfoxall,amfoxall,Tweet
5346,WhispLuvsDems,WhispLuvsDems,Tweet
5347,ewolkcin,michaelcoren,Retweet
5348,BrendaM41641614,CarymaRules,Retweet
5349,jchimselfbigpo2,ricklevy67,Retweet
5350,s59gcgxs4k,jamesjrogers,Retweet
5351,Vlivli6,jamesjrogers,Retweet
5352,amfoxall,amfoxall,Tweet
5353,dianneathome,ElkeBabiuk,Retweet
5354,Sgt__Devildog,Sgt__Devildog,Tweet
5355,Octavius321,mi6rogue,Retweet
5356,Fiona61132378,mi6rogue,Retweet
5357,katiec1314,mi6rogue,Retweet
5358,InspGadgetBlogs,InspGadgetBlogs,Tweet
5359,ochreblue,ricklevy67,Retweet
5360,DomDoodle,mi6rogue,Retweet
5361,noshabashaukat,mi6rogue,Retweet
5362,Ingridrmessner,Ingridrmessner,Tweet
5363,edward29910100,mi6rogue,Retweet
5364,artaylors,mi6rogue,Retweet
5365,rhuadh56,mi6rogue,Retweet
5366,HughMulcahey,mi6rogue,Retweet
5367,BendOregonWin,JohnStClairUS,Retweet
5368,rabbithedge,mi6rogue,Retweet
5369,necespanya,mi6rogue,Retweet
5370,AnExiledScot,mi6rogue,Retweet
5371,kingrickydarlin,kingrickydarlin,Tweet
5372,JultomGlobal1,JohnStClairUS,Retweet
5373,WendyM53,WendyM53,Tweet
5374,DrBob317,mi6rogue,Retweet
5375,LlysyBugail,mi6rogue,Retweet
5376,Camleaper29,mi6rogue,Retweet
5377,realJacqueMoll,JohnStClairUS,Retweet
5378,blythbelle,mi6rogue,Retweet
5379,nglwaug,mi6rogue,Retweet
5380,haroldcurran,mi6rogue,Retweet
5381,NonCorePromise,jboyded,Retweet
5382,HoustonSolution,mi6rogue,Retweet
5383,siobhankerry1,mi6rogue,Retweet
5384,RedShane1,RedShane1,Tweet
5385,AliBong63925727,mi6rogue,Retweet
5386,BakchosGlass,ricklevy67,Retweet
5387,JohnStClairUS,JohnStClairUS,Tweet
5388,jboyded,jboyded,Tweet
5389,lamboid,mi6rogue,Retweet
5390,GSheralee,mi6rogue,Retweet
5391,bajoomservices,jamesjrogers,Retweet
5392,Peter15930204,ricklevy67,Retweet
5393,WendyM53,WendyM53,Tweet
5394,SomeCndnSkeptic,SomeCndnSkeptic,Tweet
5395,sliced90,mi6rogue,Retweet
5396,JaneSawkins395,mi6rogue,Retweet
5397,mutifuki,mi6rogue,Retweet
5398,sharonpentay,mi6rogue,Retweet
5399,nasty_woman2,Saintsfan5348,Retweet
5400,Picton123,mi6rogue,Retweet
5401,FitzalanJohn,mi6rogue,Retweet
5402,AlliManson,mi6rogue,Retweet
5403,jillcollinson1,mi6rogue,Retweet
5404,Mz_Kitten,mi6rogue,Retweet
5405,scienceorgod,mi6rogue,Retweet
5406,MediatorAnne,mi6rogue,Retweet
5407,cards_london,mi6rogue,Retweet
5408,PBlockTom,mi6rogue,Retweet
5409,Andrew00344210,mi6rogue,Retweet
5410,RussellEngland,mi6rogue,Retweet
5411,ThomasDemocracy,mi6rogue,Retweet
5412,ShaneCrist7,jamesjrogers,Retweet
5413,TheWatchfulCook,mi6rogue,Retweet
5414,kevthelip,ricklevy67,Retweet
5415,Annajon9,mi6rogue,Retweet
5416,dontmakemewrit1,SANJOSEMAILMAN,Retweet
5417,zandiproc87,mi6rogue,Retweet
5418,ConnollyStuart,ricklevy67,Retweet
5419,kathy_c00l,mi6rogue,Retweet
5420,Leeadam74550862,mi6rogue,Retweet
5421,Elizabe40464298,mi6rogue,Retweet
5422,RestlessSpirit6,mi6rogue,Retweet
5423,spudjump,mi6rogue,Retweet
5424,nuttyknitty,CarymaRules,Retweet
5425,Michell41027038,mi6rogue,Retweet
5426,Tulip94727807,mi6rogue,Retweet
5427,Melbourne_7,GrandpaJock,Retweet
5428,makesafuss99,mi6rogue,Retweet
5429,telmckeown,mi6rogue,Retweet
5430,keithmac36,mi6rogue,Retweet
5431,PhilipJ179,mi6rogue,Retweet
5432,TruIntProject,TruIntProject,Tweet
5433,sdnpb_norman,mi6rogue,Retweet
5434,joyharr157,mi6rogue,Retweet
5435,hall_ofmirrors,mi6rogue,Retweet
5436,johntyrannis,johntyrannis,Tweet
5437,1234dave,mi6rogue,Retweet
5438,malmo190,mi6rogue,Retweet
5439,Maz40592566,mi6rogue,Retweet
5440,bo_wom,mi6rogue,Retweet
5441,MaggieRawlings,mi6rogue,Retweet
5442,helnbar13,mi6rogue,Retweet
5443,GrocerJackUK,mi6rogue,Retweet
5444,gibbsy66,mi6rogue,Retweet
5445,porksathome,InspGadgetBlogs,Retweet
5446,WittaTwitta,WittaTwitta,Retweet
5447,KittyBlewit,ricklevy67,Retweet
5448,swann_trevor,mi6rogue,Retweet
5449,kendallsellyoak,mi6rogue,Retweet
5450,AlienChunkMop,mi6rogue,Retweet
5451,MartinPhipps13,MRaoufNES,Retweet
5452,annedavies127,mi6rogue,Retweet
5453,uponthemountain,jamesjrogers,Retweet
5454,stuartbaz78,mi6rogue,Retweet
5455,SharonOrourke67,mi6rogue,Retweet
5456,Tidalgeneration,mi6rogue,Retweet
5457,WakeuptimeNOW,WakeuptimeNOW,Tweet
5458,realandyj,mi6rogue,Retweet
5459,ScrewMorrison,ricklevy67,Retweet
5460,ellen_coyle,mi6rogue,Retweet
5461,nigcb,mi6rogue,Retweet
5462,Frances73665257,mi6rogue,Retweet
5463,endplastic99,mi6rogue,Retweet
5464,MJMusicEars,MJMusicEars,Tweet
5465,morrismagirus,mi6rogue,Retweet
5466,ReaperSteven,mi6rogue,Retweet
5467,DhaouiYassine1,TrueNorth911,Retweet
5468,mfh8cc8jmd3,DylanDo28751461,Retweet
5469,BawsmanJJ,mi6rogue,Retweet
5470,Jovian135,mi6rogue,Retweet
5471,MarkColebourne,mi6rogue,Retweet
5472,XFlaviousX,DylanDo28751461,Retweet
5473,helenmcollins1,mi6rogue,Retweet
5474,JAMESFR29299422,mi6rogue,Retweet
5475,JohnBur24227414,mi6rogue,Retweet
5476,etmkmetc,DylanDo28751461,Retweet
5477,Shafarle,mi6rogue,Retweet
5478,360brand,mi6rogue,Retweet
5479,bubbleoffcentre,EatsFood2,Retweet
5480,AzyaMllk,TrueNorth911,Retweet
5481,PoulMorgan,mi6rogue,Retweet
5482,Decdently_sweet,mi6rogue,Retweet
5483,OriginalBigPhil,mi6rogue,Retweet
5484,TeddyzuluZA,mi6rogue,Retweet
5485,EXEOX2,InspGadgetBlogs,Retweet
5486,redemptiongiver,redemptiongiver,Tweet
5487,PaulCini12,mi6rogue,Retweet
5488,holidayfan1,mi6rogue,Retweet
5489,reidar_vasbund,mi6rogue,Retweet
5490,CyrilWheat,mi6rogue,Retweet
5491,WhiteLiesMatta,ricklevy67,Retweet
5492,Penelop39117269,mi6rogue,Retweet
5493,thehighlandway,mi6rogue,Retweet
5494,SueKeen1,DylanDo28751461,Retweet
5495,Katiee_anderson,mi6rogue,Retweet
5496,YGHYSW,mi6rogue,Retweet
5497,legalalien77,mi6rogue,Retweet
5498,makadaw,mi6rogue,Retweet
5499,NSelkie,mi6rogue,Retweet
5500,Coffeefiend10F,WittaTwitta,Retweet
5501,JohnStanners,mi6rogue,Retweet
5502,amandajs11,mi6rogue,Retweet
5503,Shelley44376518,mi6rogue,Retweet
5504,SusanMSainsbury,mi6rogue,Retweet
5505,h2ofizz,mi6rogue,Retweet
5506,pgd_22,mi6rogue,Retweet
5507,electricpollcat,mi6rogue,Retweet
5508,electricpollcat,mi6rogue,Retweet
5509,loudonCorkOne,mi6rogue,Retweet
5510,MacDomhnall,mi6rogue,Retweet
5511,copedr,mi6rogue,Retweet
5512,roxyrascal66,mi6rogue,Retweet
5513,kovanhuissteden,mom_in_NL,Retweet
5514,TinklerStephen,mi6rogue,Retweet
5515,ForgeRat,CarymaRules,Retweet
5516,fergus1958,mi6rogue,Retweet
5517,Sugabab59115132,Sugabab59115132,Tweet
5518,JackMcg10941392,mi6rogue,Retweet
5519,CAllderladd,ricklevy67,Retweet
5520,Rich74728154,mi6rogue,Retweet
5521,mom_in_NL,mom_in_NL,Tweet
5522,enobkered1,mi6rogue,Retweet
5523,Rachelle710_is,CarymaRules,Retweet
5524,Swingkatz,mi6rogue,Retweet
5525,ActivistBowen2,ActivistBowen2,Tweet
5526,justessb,michaelcoren,Retweet
5527,steve20594431,mi6rogue,Retweet
5528,Dgooch66,mi6rogue,Retweet
5529,DianeMariePosts,CarymaRules,Retweet
5530,ScrewedContrac1,mi6rogue,Retweet
5531,MikeFealey,mi6rogue,Retweet
5532,Mr_ReadingTown,mi6rogue,Retweet
5533,aaronwilliamson,aaronwilliamson,Tweet
5534,emmons_shawn,emmons_shawn,Tweet
5535,Bondoux,mi6rogue,Retweet
5536,UkTruth2020,mi6rogue,Retweet
5537,JoanneCangal,CarymaRules,Retweet
5538,GagneLegal,GagneLegal,Tweet
5539,Bickscat,DylanDo28751461,Retweet
5540,captain_clegg_1,mi6rogue,Retweet
5541,peterat50,mi6rogue,Retweet
5542,AndrewG999,mi6rogue,Retweet
5543,BartonResident,BartonResident,Tweet
5544,YvonneAnnBates,mi6rogue,Retweet
5545,DGilfoyle,mi6rogue,Retweet
5546,markhowell7,mi6rogue,Retweet
5547,sarahlouisesaz,mi6rogue,Retweet
5548,questapenelope,mi6rogue,Retweet
5549,galese,mi6rogue,Retweet
5550,coram_michael,mi6rogue,Retweet
5551,katr03,michaelcoren,Retweet
5552,JohnThomasMadde,mi6rogue,Retweet
5553,larina8169,mi6rogue,Retweet
5554,Black6Pearl,mi6rogue,Retweet
5555,HaggisIn,HaggisIn,Tweet
5556,banksa36,mi6rogue,Retweet
5557,Neil_J_Ryder,mi6rogue,Retweet
5558,Dealoftheday123,mi6rogue,Retweet
5559,SisterKaff,mi6rogue,Retweet
5560,justified_jamms,mi6rogue,Retweet
5561,KarlDotKiwi,KarlDotKiwi,Tweet
5562,hampson_lynne,mi6rogue,Retweet
5563,northernMPR,mi6rogue,Retweet
5564,gpmedialtd,mi6rogue,Retweet
5565,AnneOttley4,CarymaRules,Retweet
5566,BroncoChick21,EatsFood2,Retweet
5567,Alison34586950,mi6rogue,Retweet
5568,adiestagnell,mi6rogue,Retweet
5569,philipkelly29,mi6rogue,Retweet
5570,MarkWil02923612,mi6rogue,Retweet
5571,kr31133,mi6rogue,Retweet
5572,MarikaSboros,MarikaSboros,Tweet
5573,Maureen96298305,jamesjrogers,Retweet
5574,Kbartlett12K,mi6rogue,Retweet
5575,tebbutt_tracey,mi6rogue,Retweet
5576,chris_scarlets,mi6rogue,Retweet
5577,elsewhere55,mi6rogue,Retweet
5578,EPRMCR_,mi6rogue,Retweet
5579,AngelLady75,mi6rogue,Retweet
5580,Jackstant0n,mi6rogue,Retweet
5581,eecally,mi6rogue,Retweet
5582,RHYSABIX,InspGadgetBlogs,Retweet
5583,thatcuteDog,ricklevy67,Retweet
5584,Totusporcus,InspGadgetBlogs,Retweet
5585,InlimboV,mi6rogue,Retweet
5586,Madina_TJ,CarymaRules,Retweet
5587,40kin3weeks,tatey61,Retweet
5588,mrsmaris,CarymaRules,Retweet
5589,gossalot,mi6rogue,Retweet
5590,Roni56248402,mi6rogue,Retweet
5591,CawseyKatharine,mi6rogue,Retweet
5592,lopcute,mi6rogue,Retweet
5593,jcrgordon5,mi6rogue,Retweet
5594,jaapk91,mi6rogue,Retweet
5595,jamesifraser,mi6rogue,Retweet
5596,BikeCurmudgeon,Itsafairday,Retweet
5597,KimPerrotta57,KimPerrotta57,Retweet
5598,aBitSquirrely,mi6rogue,Retweet
5599,vini_cesar,vini_cesar,Tweet
5600,WilliamLangan,mi6rogue,Retweet
5601,Sugabab59115132,Sugabab59115132,Tweet
5602,Dale5Crypto,Dale5Crypto,Tweet
5603,stigswig57,mi6rogue,Retweet
5604,Jadethemumma,Jadethemumma,Tweet
5605,DRKOKO5,CarymaRules,Retweet
5606,djm197401,mi6rogue,Retweet
5607,TheWinkySloth,CarymaRules,Retweet
5608,dd722519,TrueNorth911,Retweet
5609,Ethan_laurent87,TrueNorth911,Retweet
5610,alirezaha61,TrueNorth911,Retweet
5611,Miguel90099345,TrueNorth911,Retweet
5612,imjustatrolll,michaelcoren,Retweet
5613,Canadianjoie,CarymaRules,Retweet
5614,GallenJm,mi6rogue,Retweet
5615,roblwilson,mi6rogue,Retweet
5616,girlpublisher,CarymaRules,Retweet
5617,PEARLEESHOP1,PEARLEESHOP1,Tweet
5618,navora_ivan,TrueNorth911,Retweet
5619,jacky81196,mi6rogue,Retweet
5620,mikereynoldsuk,mi6rogue,Retweet
5621,PureShakti,CarymaRules,Retweet
5622,jacky81196,mi6rogue,Retweet
5623,Bus_Head_,mi6rogue,Retweet
5624,Steve70673747,mi6rogue,Retweet
5625,Daveaustick,mi6rogue,Retweet
5626,deepgreendesign,deepgreendesign,Tweet
5627,BrayHauer,mi6rogue,Retweet
5628,BrainColne,mi6rogue,Retweet
5629,CalvinBook,mi6rogue,Retweet
5630,Serhii55844310,TrueNorth911,Retweet
5631,ochnaw,mi6rogue,Retweet
5632,karastooke,CarymaRules,Retweet
5633,s9tmt,mi6rogue,Retweet
5634,Jo_n_the_bxrs,CarymaRules,Retweet
5635,Juliebeeh19,CarymaRules,Retweet
5636,CadenasXander,TrueNorth911,Retweet
5637,Do_Good_Stuff,CarymaRules,Retweet
5638,fkcream,mi6rogue,Retweet
5639,fuelpovertyguru,mi6rogue,Retweet
5640,pqpolitics,pqpolitics,Tweet
5641,Inchgower,mi6rogue,Retweet
5642,AdyG28,mi6rogue,Retweet
5643,gorsinschi,TrueNorth911,Retweet
5644,Kmk1975Co,mi6rogue,Retweet
5645,UmairAh81611406,TrueNorth911,Retweet
5646,Dellboy29670181,mi6rogue,Retweet
5647,VeeZeeToronto,CarymaRules,Retweet
5648,VeeZeeToronto,CarymaRules,Retweet
5649,ian_ibbotson,mi6rogue,Retweet
5650,VeeZeeToronto,CarymaRules,Retweet
5651,CoronaAanval,CoronaAanval,Tweet
5652,sejbishop,mi6rogue,Retweet
5653,Trolljegeren2,thewebbix,Retweet
5654,NewPatchMomma,CarymaRules,Retweet
5655,R007pert,mi6rogue,Retweet
5656,lesley_sawyer,mi6rogue,Retweet
5657,DennisCardiff,ActionTime,Retweet
5658,Tumsel,mi6rogue,Retweet
5659,Michael42210406,mi6rogue,Retweet
5660,mcn_jackie,mi6rogue,Retweet
5661,AlejandroSleon,ElRaynerista,Retweet
5662,TonySmi92479904,mi6rogue,Retweet
5663,cozican007,mi6rogue,Retweet
5664,KimberleyPrest6,mi6rogue,Retweet
5665,WakeuptimeNOW,WakeuptimeNOW,Tweet
5666,veganrick,veganrick,Tweet
5667,TrumpsPlanner,TrumpsPlanner,Tweet
5668,btravennt,CarymaRules,Retweet
5669,LindaPa49742839,mi6rogue,Retweet
5670,quaizer79,mi6rogue,Retweet
5671,sengenya,CarymaRules,Retweet
5672,photontrace,WittaTwitta,Retweet
5673,BrightonChica76,mi6rogue,Retweet
5674,Janeyb3742,mi6rogue,Retweet
5675,jayjaymoney,michaelcoren,Retweet
5676,miles_dom,mi6rogue,Retweet
5677,Anton_P_Nym,michaelcoren,Retweet
5678,moseleygal,mi6rogue,Retweet
5679,GabbyArrieta79,FNE2008,Retweet
5680,gavin_steven,mi6rogue,Retweet
5681,Garnet_2203,CarymaRules,Retweet
5682,AreYouEdutained,AreYouEdutained,Tweet
5683,5h4d3y3z,5h4d3y3z,Tweet
5684,ian_hendrie52,mi6rogue,Retweet
5685,VSBCHappyToLove,VSBCHappyToLove,Tweet
5686,RRRR4tothe4,mi6rogue,Retweet
5687,SirGorden,SirGorden,Tweet
5688,RRRR4tothe4,mi6rogue,Retweet
5689,CherieEd,CarymaRules,Retweet
5690,dooblayexpresso,mi6rogue,Retweet
5691,JosephineOCSB,CarymaRules,Retweet
5692,ntreallyhuman,CarymaRules,Retweet
5693,NancyBurwell9,thorchrs,Retweet
5694,ushiec,mi6rogue,Retweet
5695,tm014d1009,DylanDo28751461,Retweet
5696,brucebantam,mi6rogue,Retweet
5697,nlclarke1112,thorchrs,Retweet
5698,dan613,CarymaRules,Retweet
5699,murakamiwood,murakamiwood,Tweet
5700,naoko_hanzawa,jamesjrogers,Retweet
5701,FavoriteSon6,FavoriteSon6,Tweet
5702,LisaLee8964,jamesjrogers,Retweet
5703,poetsmom,CarymaRules,Retweet
5704,davidchiarelli,davidchiarelli,Tweet
5705,Kathy73921688,michaelcoren,Retweet
5706,A49_RejoinEU,mi6rogue,Retweet
5707,A49_RejoinEU,mi6rogue,Retweet
5708,Hi_Canada_Rocks,Hi_Canada_Rocks,Tweet
5709,Lifestyler13,CarymaRules,Retweet
5710,GRACELAND09,mi6rogue,Retweet
5711,489Marsh,mi6rogue,Retweet
5712,TinFoilMedHat,michaelcoren,Retweet
5713,Tee_n_Eh,Tee_n_Eh,Tweet
